Magnetic_Field_Strength,Gradient_Strength,RF_Power,Pulse_Sequence,Scan_Duration,Time,label,parameter
5,14,42,3,50,6,Malfunction,Magnetic_Field_Strength
2,22,172,1,31,4,Not malfunction,parameters are working correctly
4,23,114,3,55,7,Malfunction,Magnetic_Field_Strength
2,13,124,2,20,5,Not malfunction,parameters are working correctly
2,14,152,7,45,9,Malfunction,Pulse_Sequence
3,20,132,2,32,2,Not malfunction,parameters are working correctly
1,20,141,1,25,4,Not malfunction,parameters are working correctly
1,39,142,2,25,6,Malfunction,Gradient_Strength
2,18,116,4,70,6,Malfunction,Scan_Duration
1,35,101,3,30,8,Malfunction,Gradient_Strength
4,20,131,1,35,8,Malfunction,Magnetic_Field_Strength
1,15,86,1,35,4,Not malfunction,parameters are working correctly
1,14,122,7,36,9,Malfunction,Pulse_Sequence
1,24,218,2,35,9,Malfunction,RF_Power
1,37,158,3,19,7,Malfunction,Gradient_Strength
2,40,75,1,61,7,Malfunction,Gradient_Strength
2,20,185,4,35,3,Not malfunction,parameters are working correctly
1,26,110,5,33,5,Not malfunction,parameters are working correctly
2,24,167,2,81,10,Malfunction,Scan_Duration
1,19,119,3,90,8,Malfunction,Scan_Duration
2,15,178,2,33,2,Not malfunction,parameters are working correctly
1,30,106,4,48,2,Not malfunction,parameters are working correctly
2,13,182,1,40,1,Not malfunction,parameters are working correctly
2,12,102,4,30,2,Not malfunction,parameters are working correctly
1,15,138,8,49,7,Malfunction,Pulse_Sequence
1,30,199,4,55,2,Not malfunction,parameters are working correctly
2,35,111,5,42,9,Malfunction,Gradient_Strength
2,18,172,2,19,3,Not malfunction,parameters are working correctly
2,14,141,8,25,10,Malfunction,Pulse_Sequence
4,8,92,3,32,6,Malfunction,Magnetic_Field_Strength
6,21,120,1,37,9,Malfunction,Magnetic_Field_Strength
3,28,139,5,30,3,Not malfunction,parameters are working correctly
2,24,80,3,60,5,Not malfunction,parameters are working correctly
1,16,223,3,37,8,Malfunction,RF_Power
1,19,199,2,38,4,Not malfunction,parameters are working correctly
2,37,106,4,42,7,Malfunction,Gradient_Strength
2,18,113,5,54,5,Not malfunction,parameters are working correctly
1,19,115,5,43,4,Not malfunction,parameters are working correctly
1,36,130,2,27,9,Malfunction,Gradient_Strength
1,20,221,3,23,7,Malfunction,RF_Power
1,37,113,2,50,8,Malfunction,Gradient_Strength
2,21,78,7,26,8,Malfunction,Pulse_Sequence
1,26,221,2,55,6,Malfunction,RF_Power
1,18,185,1,20,2,Not malfunction,parameters are working correctly
2,20,145,4,49,5,Not malfunction,parameters are working correctly
3,24,54,3,34,2,Not malfunction,parameters are working correctly
2,16,148,4,26,5,Not malfunction,parameters are working correctly
2,11,58,1,35,1,Not malfunction,parameters are working correctly
6,23,62,1,35,10,Malfunction,Magnetic_Field_Strength
2,11,210,5,41,9,Malfunction,RF_Power
1,19,154,4,19,2,Not malfunction,parameters are working correctly
5,18,147,2,42,10,Malfunction,Magnetic_Field_Strength
2,24,127,1,44,3,Not malfunction,parameters are working correctly
2,24,116,8,26,8,Malfunction,Pulse_Sequence
2,22,161,1,71,10,Malfunction,Scan_Duration
1,37,148,1,40,8,Malfunction,Gradient_Strength
4,16,109,2,36,10,Malfunction,Magnetic_Field_Strength
1,14,155,2,15,1,Not malfunction,parameters are working correctly
4,19,109,0,47,10,Malfunction,Magnetic_Field_Strength
2,14,175,4,27,3,Not malfunction,parameters are working correctly
1,36,216,2,44,10,Malfunction,Gradient_Strength
2,10,183,3,89,7,Malfunction,Scan_Duration
1,22,224,3,26,8,Malfunction,RF_Power
1,22,88,1,18,1,Not malfunction,parameters are working correctly
2,24,183,4,24,1,Not malfunction,parameters are working correctly
5,29,103,3,46,6,Malfunction,Magnetic_Field_Strength
2,20,122,3,81,6,Malfunction,Scan_Duration
1,13,241,2,48,6,Malfunction,RF_Power
2,21,211,2,43,8,Malfunction,RF_Power
2,35,86,4,17,7,Malfunction,Gradient_Strength
1,28,72,3,86,8,Malfunction,Scan_Duration
1,22,154,1,22,1,Not malfunction,parameters are working correctly
2,12,156,1,30,3,Not malfunction,parameters are working correctly
1,20,154,4,19,5,Not malfunction,parameters are working correctly
1,22,123,2,77,9,Malfunction,Scan_Duration
2,16,124,5,41,5,Not malfunction,parameters are working correctly
3,14,121,4,40,1,Not malfunction,parameters are working correctly
1,13,163,2,27,1,Not malfunction,parameters are working correctly
3,30,107,5,48,2,Not malfunction,parameters are working correctly
5,11,135,3,28,8,Malfunction,Magnetic_Field_Strength
2,16,238,2,30,8,Malfunction,RF_Power
2,36,73,2,45,8,Malfunction,Gradient_Strength
1,24,128,3,37,5,Not malfunction,parameters are working correctly
1,13,68,1,46,3,Not malfunction,parameters are working correctly
2,30,106,4,24,3,Not malfunction,parameters are working correctly
3,10,139,5,17,1,Not malfunction,parameters are working correctly
2,30,125,1,34,3,Not malfunction,parameters are working correctly
2,17,113,6,36,6,Malfunction,Pulse_Sequence
2,13,51,1,33,2,Not malfunction,parameters are working correctly
3,30,118,1,40,2,Not malfunction,parameters are working correctly
2,11,112,5,30,2,Not malfunction,parameters are working correctly
3,29,86,5,47,1,Not malfunction,parameters are working correctly
4,15,148,3,41,8,Malfunction,Magnetic_Field_Strength
3,12,188,3,46,1,Not malfunction,parameters are working correctly
1,35,113,4,57,10,Malfunction,Gradient_Strength
1,11,122,2,76,6,Malfunction,Scan_Duration
1,20,244,1,32,9,Malfunction,RF_Power
2,37,133,3,48,9,Malfunction,Gradient_Strength
2,24,150,4,83,10,Malfunction,Scan_Duration
6,15,87,3,41,7,Malfunction,Magnetic_Field_Strength
3,30,168,2,22,1,Not malfunction,parameters are working correctly
2,12,225,2,33,9,Malfunction,RF_Power
3,21,193,2,25,1,Not malfunction,parameters are working correctly
1,15,150,5,45,3,Not malfunction,parameters are working correctly
1,20,70,2,53,2,Not malfunction,parameters are working correctly
2,17,151,8,51,6,Malfunction,Pulse_Sequence
2,9,225,2,46,9,Malfunction,RF_Power
2,21,239,2,30,9,Malfunction,RF_Power
1,13,160,1,35,1,Not malfunction,parameters are working correctly
2,16,244,1,36,9,Malfunction,RF_Power
1,10,180,1,37,5,Not malfunction,parameters are working correctly
1,19,140,8,44,8,Malfunction,Pulse_Sequence
2,28,75,1,58,3,Not malfunction,parameters are working correctly
4,13,109,2,54,10,Malfunction,Magnetic_Field_Strength
5,21,94,3,25,9,Malfunction,Magnetic_Field_Strength
1,12,105,4,29,1,Not malfunction,parameters are working correctly
3,18,68,1,44,2,Not malfunction,parameters are working correctly
3,17,144,1,28,1,Not malfunction,parameters are working correctly
2,16,108,6,38,9,Malfunction,Pulse_Sequence
1,25,83,4,19,2,Not malfunction,parameters are working correctly
1,18,169,4,24,2,Not malfunction,parameters are working correctly
1,19,177,4,76,10,Malfunction,Scan_Duration
3,30,130,4,33,5,Not malfunction,parameters are working correctly
3,30,160,4,50,5,Not malfunction,parameters are working correctly
2,21,126,1,25,5,Not malfunction,parameters are working correctly
1,29,182,5,23,5,Not malfunction,parameters are working correctly
1,21,122,3,22,1,Not malfunction,parameters are working correctly
2,17,229,3,44,9,Malfunction,RF_Power
1,19,122,4,15,3,Not malfunction,parameters are working correctly
1,14,232,1,15,7,Malfunction,RF_Power
1,19,172,4,46,3,Not malfunction,parameters are working correctly
2,17,93,5,59,1,Not malfunction,parameters are working correctly
2,21,141,1,90,7,Malfunction,Scan_Duration
1,25,166,5,47,5,Not malfunction,parameters are working correctly
3,17,91,5,34,2,Not malfunction,parameters are working correctly
1,26,121,2,23,1,Not malfunction,parameters are working correctly
2,17,170,5,32,2,Not malfunction,parameters are working correctly
2,35,177,3,30,8,Malfunction,Gradient_Strength
3,17,169,4,41,3,Not malfunction,parameters are working correctly
2,14,110,7,45,10,Malfunction,Pulse_Sequence
2,24,96,1,32,4,Not malfunction,parameters are working correctly
2,17,104,7,42,8,Malfunction,Pulse_Sequence
2,17,56,5,32,1,Not malfunction,parameters are working correctly
2,16,132,7,44,10,Malfunction,Pulse_Sequence
1,35,153,2,39,10,Malfunction,Gradient_Strength
1,23,250,4,43,7,Malfunction,RF_Power
0,16,234,3,16,6,Malfunction,RF_Power
3,21,246,4,49,9,Malfunction,RF_Power
4,23,114,1,49,6,Malfunction,Magnetic_Field_Strength
1,18,116,5,26,5,Not malfunction,parameters are working correctly
1,37,169,3,42,10,Malfunction,Gradient_Strength
2,18,166,3,73,8,Malfunction,Scan_Duration
2,18,177,4,37,2,Not malfunction,parameters are working correctly
1,11,164,5,48,1,Not malfunction,parameters are working correctly
1,17,83,3,32,5,Not malfunction,parameters are working correctly
2,28,247,5,43,7,Malfunction,RF_Power
3,11,172,1,33,3,Not malfunction,parameters are working correctly
1,20,126,5,28,5,Not malfunction,parameters are working correctly
2,13,118,3,76,9,Malfunction,Scan_Duration
1,31,84,8,32,7,Malfunction,Pulse_Sequence
1,28,157,4,40,1,Not malfunction,parameters are working correctly
1,11,105,3,44,2,Not malfunction,parameters are working correctly
2,11,120,4,26,3,Not malfunction,parameters are working correctly
3,15,111,2,19,1,Not malfunction,parameters are working correctly
1,20,212,2,16,8,Malfunction,RF_Power
2,21,174,8,30,7,Malfunction,Pulse_Sequence
1,18,222,2,38,8,Malfunction,RF_Power
3,14,140,2,21,3,Not malfunction,parameters are working correctly
1,21,75,2,25,5,Not malfunction,parameters are working correctly
6,24,138,2,27,8,Malfunction,Magnetic_Field_Strength
4,22,116,6,35,7,Malfunction,Magnetic_Field_Strength
4,24,129,2,52,6,Malfunction,Magnetic_Field_Strength
2,36,137,3,45,6,Malfunction,Gradient_Strength
2,27,157,4,47,4,Not malfunction,parameters are working correctly
2,24,162,5,30,2,Not malfunction,parameters are working correctly
2,12,151,2,38,3,Not malfunction,parameters are working correctly
1,15,159,2,38,3,Not malfunction,parameters are working correctly
2,26,120,3,37,2,Not malfunction,parameters are working correctly
1,14,192,1,54,1,Not malfunction,parameters are working correctly
1,27,94,2,22,4,Not malfunction,parameters are working correctly
2,11,159,5,54,5,Not malfunction,parameters are working correctly
1,30,61,4,30,2,Not malfunction,parameters are working correctly
1,28,175,5,54,5,Not malfunction,parameters are working correctly
5,19,93,2,46,9,Malfunction,Magnetic_Field_Strength
2,23,154,4,56,4,Not malfunction,parameters are working correctly
2,25,73,7,43,6,Malfunction,Pulse_Sequence
1,24,68,8,52,7,Malfunction,Pulse_Sequence
2,21,192,4,45,2,Not malfunction,parameters are working correctly
3,10,151,2,32,3,Not malfunction,parameters are working correctly
2,22,106,6,29,9,Malfunction,Pulse_Sequence
1,20,144,5,60,5,Not malfunction,parameters are working correctly
2,40,107,4,57,7,Malfunction,Gradient_Strength
2,19,133,6,41,10,Malfunction,Pulse_Sequence
2,21,218,2,28,6,Malfunction,RF_Power
6,20,151,3,29,7,Malfunction,Magnetic_Field_Strength
3,15,166,2,20,5,Not malfunction,parameters are working correctly
2,23,118,2,57,2,Not malfunction,parameters are working correctly
2,30,110,4,58,4,Not malfunction,parameters are working correctly
1,16,191,2,36,1,Not malfunction,parameters are working correctly
2,20,243,4,29,10,Malfunction,RF_Power
1,12,82,8,17,10,Malfunction,Pulse_Sequence
1,36,92,3,57,10,Malfunction,Gradient_Strength
3,11,194,5,35,4,Not malfunction,parameters are working correctly
1,29,190,3,20,3,Not malfunction,parameters are working correctly
3,18,190,5,28,5,Not malfunction,parameters are working correctly
1,25,138,3,72,6,Malfunction,Scan_Duration
3,24,159,4,45,4,Not malfunction,parameters are working correctly
3,15,158,3,34,2,Not malfunction,parameters are working correctly
6,29,53,3,41,8,Malfunction,Magnetic_Field_Strength
1,35,195,1,37,7,Malfunction,Gradient_Strength
3,21,139,2,56,3,Not malfunction,parameters are working correctly
2,36,164,2,32,10,Malfunction,Gradient_Strength
2,21,222,4,36,10,Malfunction,RF_Power
1,25,156,4,85,6,Malfunction,Scan_Duration
2,17,188,1,15,1,Not malfunction,parameters are working correctly
4,12,87,3,46,8,Malfunction,Magnetic_Field_Strength
2,37,104,2,53,6,Malfunction,Gradient_Strength
2,11,184,4,16,4,Not malfunction,parameters are working correctly
6,27,166,2,39,9,Malfunction,Magnetic_Field_Strength
3,14,185,4,48,3,Not malfunction,parameters are working correctly
3,19,166,2,17,4,Not malfunction,parameters are working correctly
1,26,66,3,20,3,Not malfunction,parameters are working correctly
3,10,85,5,30,3,Not malfunction,parameters are working correctly
1,38,84,2,33,10,Malfunction,Gradient_Strength
2,11,180,4,41,3,Not malfunction,parameters are working correctly
3,18,108,5,36,1,Not malfunction,parameters are working correctly
2,23,213,4,47,7,Malfunction,RF_Power
1,22,167,7,28,7,Malfunction,Pulse_Sequence
3,10,198,3,31,3,Not malfunction,parameters are working correctly
2,10,178,4,20,2,Not malfunction,parameters are working correctly
2,14,116,7,42,8,Malfunction,Pulse_Sequence
2,26,181,2,41,2,Not malfunction,parameters are working correctly
1,28,185,4,45,5,Not malfunction,parameters are working correctly
1,15,166,1,30,2,Not malfunction,parameters are working correctly
2,20,95,4,29,1,Not malfunction,parameters are working correctly
3,10,70,1,50,3,Not malfunction,parameters are working correctly
1,30,111,2,15,3,Not malfunction,parameters are working correctly
2,25,200,1,73,10,Malfunction,Scan_Duration
0,19,106,7,27,10,Malfunction,Pulse_Sequence
1,27,134,4,35,1,Not malfunction,parameters are working correctly
1,26,135,5,37,2,Not malfunction,parameters are working correctly
1,27,134,5,46,4,Not malfunction,parameters are working correctly
1,14,93,4,35,1,Not malfunction,parameters are working correctly
1,40,130,4,19,7,Malfunction,Gradient_Strength
1,26,153,5,34,4,Not malfunction,parameters are working correctly
2,18,134,8,52,8,Malfunction,Pulse_Sequence
2,29,161,1,46,5,Not malfunction,parameters are working correctly
6,27,131,4,34,6,Malfunction,Magnetic_Field_Strength
3,29,154,2,19,3,Not malfunction,parameters are working correctly
0,39,106,3,37,6,Malfunction,Gradient_Strength
2,14,243,3,31,9,Malfunction,RF_Power
3,14,103,3,35,1,Not malfunction,parameters are working correctly
2,14,106,2,46,1,Not malfunction,parameters are working correctly
5,20,170,2,34,9,Malfunction,Magnetic_Field_Strength
3,29,68,1,56,4,Not malfunction,parameters are working correctly
1,13,134,7,36,7,Malfunction,Pulse_Sequence
1,15,220,2,45,6,Malfunction,RF_Power
2,14,56,3,43,5,Not malfunction,parameters are working correctly
2,17,122,1,90,7,Malfunction,Scan_Duration
1,18,189,2,20,2,Not malfunction,parameters are working correctly
2,10,175,1,54,5,Not malfunction,parameters are working correctly
3,16,93,3,18,3,Not malfunction,parameters are working correctly
1,22,53,3,56,4,Not malfunction,parameters are working correctly
3,21,172,3,38,1,Not malfunction,parameters are working correctly
2,29,57,5,41,3,Not malfunction,parameters are working correctly
2,24,99,2,16,3,Not malfunction,parameters are working correctly
1,13,148,6,43,8,Malfunction,Pulse_Sequence
2,29,81,4,31,2,Not malfunction,parameters are working correctly
2,16,224,3,27,9,Malfunction,RF_Power
1,27,83,7,54,7,Malfunction,Pulse_Sequence
1,39,114,1,39,10,Malfunction,Gradient_Strength
4,28,143,2,23,10,Malfunction,Magnetic_Field_Strength
3,27,159,2,43,1,Not malfunction,parameters are working correctly
3,20,75,4,27,4,Not malfunction,parameters are working correctly
3,24,106,4,17,2,Not malfunction,parameters are working correctly
6,28,118,2,52,10,Malfunction,Magnetic_Field_Strength
5,27,125,2,35,10,Malfunction,Magnetic_Field_Strength
1,26,160,3,40,5,Not malfunction,parameters are working correctly
6,10,154,1,32,10,Malfunction,Magnetic_Field_Strength
3,13,159,4,73,6,Malfunction,Scan_Duration
3,30,114,4,35,4,Not malfunction,parameters are working correctly
3,22,100,1,25,5,Not malfunction,parameters are working correctly
1,16,244,3,27,8,Malfunction,RF_Power
1,38,148,2,50,6,Malfunction,Gradient_Strength
3,19,143,3,28,1,Not malfunction,parameters are working correctly
3,18,148,5,25,1,Not malfunction,parameters are working correctly
1,27,169,3,50,4,Not malfunction,parameters are working correctly
1,18,88,3,16,1,Not malfunction,parameters are working correctly
1,35,92,3,32,9,Malfunction,Gradient_Strength
2,22,210,3,46,7,Malfunction,RF_Power
2,15,217,3,42,9,Malfunction,RF_Power
1,40,83,2,26,7,Malfunction,Gradient_Strength
2,19,132,4,22,4,Not malfunction,parameters are working correctly
2,25,197,4,29,1,Not malfunction,parameters are working correctly
3,21,199,2,45,5,Not malfunction,parameters are working correctly
2,29,112,4,87,7,Malfunction,Scan_Duration
1,13,134,8,48,10,Malfunction,Pulse_Sequence
3,14,135,4,19,5,Not malfunction,parameters are working correctly
2,15,240,2,27,10,Malfunction,RF_Power
2,20,145,5,32,3,Not malfunction,parameters are working correctly
2,19,168,6,49,7,Malfunction,Pulse_Sequence
1,28,192,1,46,2,Not malfunction,parameters are working correctly
2,23,139,4,37,1,Not malfunction,parameters are working correctly
1,28,118,5,46,4,Not malfunction,parameters are working correctly
3,19,195,4,23,1,Not malfunction,parameters are working correctly
1,21,76,3,71,9,Malfunction,Scan_Duration
3,25,80,4,55,3,Not malfunction,parameters are working correctly
6,26,97,2,46,6,Malfunction,Magnetic_Field_Strength
2,22,165,1,15,3,Not malfunction,parameters are working correctly
2,20,54,2,39,1,Not malfunction,parameters are working correctly
3,24,58,1,60,3,Not malfunction,parameters are working correctly
5,19,121,3,38,6,Malfunction,Magnetic_Field_Strength
3,24,150,3,23,1,Not malfunction,parameters are working correctly
3,15,137,4,17,2,Not malfunction,parameters are working correctly
3,30,152,5,46,5,Not malfunction,parameters are working correctly
2,24,144,3,34,2,Not malfunction,parameters are working correctly
1,16,120,5,78,8,Malfunction,Scan_Duration
1,21,159,7,40,8,Malfunction,Pulse_Sequence
1,15,93,7,42,10,Malfunction,Pulse_Sequence
1,17,129,4,19,3,Not malfunction,parameters are working correctly
0,40,129,1,41,7,Malfunction,Gradient_Strength
2,14,66,6,46,10,Malfunction,Pulse_Sequence
3,12,93,1,44,3,Not malfunction,parameters are working correctly
