Heart_Rate,Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Oxygen_Saturation,Temperature,Time,label,parameter
117,102,68,96,36,9,Malfunction,Heart_Rate
121,100,66,99,36,6,Malfunction,Heart_Rate
71,106,74,96,40,8,Malfunction,Temperature
68,109,74,95,36,4,Not malfunction,parameters are working correctly
86,100,78,100,37,4,Not malfunction,parameters are working correctly
92,107,70,100,40,6,Malfunction,Temperature
85,101,79,95,36,1,Not malfunction,parameters are working correctly
93,101,70,97,40,10,Malfunction,Temperature
84,90,59,96,38,6,Malfunction,Temperature
68,105,68,98,37,3,Not malfunction,parameters are working correctly
85,109,90,97,36,7,Malfunction,Blood_Pressure_Diastolic
70,95,69,98,39,9,Malfunction,Temperature
96,117,63,95,37,3,Not malfunction,parameters are working correctly
89,131,67,96,36,7,Malfunction,Blood_Pressure_Systolic
73,96,65,97,37,1,Not malfunction,parameters are working correctly
64,104,86,97,36,10,Malfunction,Blood_Pressure_Diastolic
89,150,64,96,36,9,Malfunction,Blood_Pressure_Systolic
125,106,61,95,36,10,Malfunction,Heart_Rate
97,110,57,97,38,9,Malfunction,Temperature
92,107,67,96,37,4,Not malfunction,parameters are working correctly
83,109,70,97,36,4,Not malfunction,parameters are working correctly
71,119,67,96,37,3,Not malfunction,parameters are working correctly
74,114,63,100,36,5,Not malfunction,parameters are working correctly
78,110,90,99,36,7,Malfunction,Blood_Pressure_Diastolic
75,103,66,96,36,5,Not malfunction,parameters are working correctly
82,100,65,96,36,2,Not malfunction,parameters are working correctly
114,109,76,97,36,6,Malfunction,Heart_Rate
78,140,72,97,36,8,Malfunction,Blood_Pressure_Systolic
99,109,60,95,36,3,Not malfunction,parameters are working correctly
76,108,60,99,37,1,Not malfunction,parameters are working correctly
118,106,65,97,36,7,Malfunction,Heart_Rate
87,116,68,97,37,1,Not malfunction,parameters are working correctly
92,114,71,99,37,1,Not malfunction,parameters are working correctly
85,108,63,95,39,9,Malfunction,Temperature
80,103,63,95,36,3,Not malfunction,parameters are working correctly
60,106,87,97,36,6,Malfunction,Blood_Pressure_Diastolic
130,100,68,97,36,9,Malfunction,Heart_Rate
81,117,71,98,37,5,Not malfunction,parameters are working correctly
92,93,70,98,36,5,Not malfunction,parameters are working correctly
90,110,74,98,39,7,Malfunction,Temperature
86,100,69,97,36,3,Not malfunction,parameters are working correctly
96,108,65,97,37,2,Not malfunction,parameters are working correctly
84,146,70,97,36,9,Malfunction,Blood_Pressure_Systolic
77,111,68,96,37,4,Not malfunction,parameters are working correctly
101,110,86,97,36,6,Malfunction,Blood_Pressure_Diastolic
77,91,61,87,36,6,Malfunction,Oxygen_Saturation
51,142,63,97,36,7,Malfunction,Blood_Pressure_Systolic
65,131,64,96,36,9,Malfunction,Blood_Pressure_Systolic
96,95,77,95,37,3,Not malfunction,parameters are working correctly
62,119,76,99,37,1,Not malfunction,parameters are working correctly
82,118,64,95,36,1,Not malfunction,parameters are working correctly
66,110,66,98,36,3,Not malfunction,parameters are working correctly
93,119,61,99,36,3,Not malfunction,parameters are working correctly
68,108,73,97,39,7,Malfunction,Temperature
119,102,78,97,36,10,Malfunction,Heart_Rate
77,111,68,98,37,4,Not malfunction,parameters are working correctly
113,121,74,97,36,6,Malfunction,Heart_Rate
62,96,74,97,37,3,Not malfunction,parameters are working correctly
64,105,60,99,36,4,Not malfunction,parameters are working correctly
95,102,69,98,37,4,Not malfunction,parameters are working correctly
123,118,60,99,36,10,Malfunction,Heart_Rate
79,91,71,98,39,8,Malfunction,Temperature
91,110,73,97,37,1,Not malfunction,parameters are working correctly
76,97,78,100,37,1,Not malfunction,parameters are working correctly
84,115,73,99,36,5,Not malfunction,parameters are working correctly
88,148,69,97,36,9,Malfunction,Blood_Pressure_Systolic
85,113,77,97,36,2,Not malfunction,parameters are working correctly
89,96,60,98,36,3,Not malfunction,parameters are working correctly
83,108,75,99,37,2,Not malfunction,parameters are working correctly
92,101,68,97,37,2,Not malfunction,parameters are working correctly
78,91,79,98,37,1,Not malfunction,parameters are working correctly
68,98,61,100,36,3,Not malfunction,parameters are working correctly
75,141,68,97,36,10,Malfunction,Blood_Pressure_Systolic
98,115,74,97,37,4,Not malfunction,parameters are working correctly
100,107,75,98,37,5,Not malfunction,parameters are working correctly
121,109,66,99,36,6,Malfunction,Heart_Rate
87,94,64,90,36,10,Malfunction,Oxygen_Saturation
99,116,60,98,37,1,Not malfunction,parameters are working correctly
96,98,73,96,36,1,Not malfunction,parameters are working correctly
98,97,60,99,37,2,Not malfunction,parameters are working correctly
86,93,62,98,37,5,Not malfunction,parameters are working correctly
67,93,61,100,36,5,Not malfunction,parameters are working correctly
83,104,73,97,39,9,Malfunction,Temperature
76,95,88,99,36,6,Malfunction,Blood_Pressure_Diastolic
71,139,76,94,36,10,Malfunction,Blood_Pressure_Systolic
61,107,69,86,36,10,Malfunction,Oxygen_Saturation
87,108,74,98,39,6,Malfunction,Temperature
129,112,69,96,36,6,Malfunction,Heart_Rate
122,109,64,97,36,7,Malfunction,Heart_Rate
87,101,80,100,37,4,Not malfunction,parameters are working correctly
69,87,66,97,40,8,Malfunction,Temperature
77,142,62,99,36,10,Malfunction,Blood_Pressure_Systolic
71,147,71,96,36,6,Malfunction,Blood_Pressure_Systolic
97,93,77,97,37,5,Not malfunction,parameters are working correctly
93,115,68,97,36,4,Not malfunction,parameters are working correctly
99,102,67,98,36,4,Not malfunction,parameters are working correctly
67,120,79,100,36,2,Not malfunction,parameters are working correctly
64,97,75,95,37,4,Not malfunction,parameters are working correctly
79,111,71,99,36,1,Not malfunction,parameters are working correctly
127,109,72,97,36,6,Malfunction,Heart_Rate
81,96,71,98,40,9,Malfunction,Temperature
70,94,61,100,37,5,Not malfunction,parameters are working correctly
71,90,66,98,36,2,Not malfunction,parameters are working correctly
91,99,74,96,36,5,Not malfunction,parameters are working correctly
98,104,72,99,36,2,Not malfunction,parameters are working correctly
82,99,68,90,36,8,Malfunction,Oxygen_Saturation
66,93,71,95,36,5,Not malfunction,parameters are working correctly
88,111,67,86,36,8,Malfunction,Oxygen_Saturation
64,93,67,98,37,4,Not malfunction,parameters are working correctly
68,101,93,98,36,10,Malfunction,Blood_Pressure_Diastolic
81,106,77,100,36,1,Not malfunction,parameters are working correctly
73,136,68,96,36,9,Malfunction,Blood_Pressure_Systolic
86,104,72,89,36,7,Malfunction,Oxygen_Saturation
124,106,70,96,36,9,Malfunction,Heart_Rate
99,109,75,99,37,4,Not malfunction,parameters are working correctly
84,105,68,95,36,1,Not malfunction,parameters are working correctly
79,98,93,95,36,8,Malfunction,Blood_Pressure_Diastolic
84,100,62,100,36,4,Not malfunction,parameters are working correctly
67,114,72,95,37,5,Not malfunction,parameters are working correctly
96,101,63,100,36,4,Not malfunction,parameters are working correctly
123,89,73,98,36,6,Malfunction,Heart_Rate
62,102,74,97,36,1,Not malfunction,parameters are working correctly
96,131,66,98,36,6,Malfunction,Blood_Pressure_Systolic
100,111,76,95,36,2,Not malfunction,parameters are working correctly
62,113,78,98,38,8,Malfunction,Temperature
63,140,53,97,36,9,Malfunction,Blood_Pressure_Systolic
82,118,71,98,38,10,Malfunction,Temperature
74,114,69,95,37,4,Not malfunction,parameters are working correctly
74,103,78,97,38,6,Malfunction,Temperature
87,90,75,97,36,3,Not malfunction,parameters are working correctly
99,116,94,99,36,6,Malfunction,Blood_Pressure_Diastolic
95,97,76,97,36,3,Not malfunction,parameters are working correctly
116,95,60,96,36,7,Malfunction,Heart_Rate
66,110,72,97,37,2,Not malfunction,parameters are working correctly
83,106,74,97,36,3,Not malfunction,parameters are working correctly
83,110,64,96,36,3,Not malfunction,parameters are working correctly
84,131,73,96,36,9,Malfunction,Blood_Pressure_Systolic
84,150,72,100,36,6,Malfunction,Blood_Pressure_Systolic
86,110,74,98,36,3,Not malfunction,parameters are working correctly
80,109,79,99,37,5,Not malfunction,parameters are working correctly
81,90,70,99,37,1,Not malfunction,parameters are working correctly
86,95,61,95,37,3,Not malfunction,parameters are working correctly
113,107,77,95,36,9,Malfunction,Heart_Rate
96,95,65,98,36,5,Not malfunction,parameters are working correctly
77,150,64,99,36,7,Malfunction,Blood_Pressure_Systolic
68,139,75,96,36,9,Malfunction,Blood_Pressure_Systolic
112,127,64,97,36,7,Malfunction,Heart_Rate
68,111,85,95,36,9,Malfunction,Blood_Pressure_Diastolic
80,134,69,98,36,7,Malfunction,Blood_Pressure_Systolic
123,99,70,96,36,8,Malfunction,Heart_Rate
92,102,80,95,37,4,Not malfunction,parameters are working correctly
124,113,75,98,36,6,Malfunction,Heart_Rate
121,97,56,95,36,7,Malfunction,Heart_Rate
68,116,71,100,36,2,Not malfunction,parameters are working correctly
81,113,64,88,37,6,Malfunction,Oxygen_Saturation
80,90,72,98,37,3,Not malfunction,parameters are working correctly
95,98,60,95,36,4,Not malfunction,parameters are working correctly
61,100,67,95,37,1,Not malfunction,parameters are working correctly
97,91,70,90,36,8,Malfunction,Oxygen_Saturation
70,103,59,86,36,10,Malfunction,Oxygen_Saturation
70,108,65,96,40,6,Malfunction,Temperature
86,120,69,96,36,3,Not malfunction,parameters are working correctly
93,94,65,98,37,4,Not malfunction,parameters are working correctly
90,116,65,97,38,6,Malfunction,Temperature
74,90,71,95,39,10,Malfunction,Temperature
92,104,67,97,36,3,Not malfunction,parameters are working correctly
92,101,63,97,36,3,Not malfunction,parameters are working correctly
64,105,76,97,37,2,Not malfunction,parameters are working correctly
90,98,70,100,37,5,Not malfunction,parameters are working correctly
129,105,74,95,36,10,Malfunction,Heart_Rate
84,106,95,98,36,8,Malfunction,Blood_Pressure_Diastolic
72,90,60,98,37,4,Not malfunction,parameters are working correctly
121,113,68,98,36,10,Malfunction,Heart_Rate
71,110,59,99,39,9,Malfunction,Temperature
87,92,68,86,36,7,Malfunction,Oxygen_Saturation
75,145,68,99,36,10,Malfunction,Blood_Pressure_Systolic
76,97,65,97,38,10,Malfunction,Temperature
62,118,66,98,36,4,Not malfunction,parameters are working correctly
81,103,91,95,36,6,Malfunction,Blood_Pressure_Diastolic
96,116,76,96,36,4,Not malfunction,parameters are working correctly
85,117,71,98,36,1,Not malfunction,parameters are working correctly
79,99,68,97,36,5,Not malfunction,parameters are working correctly
83,103,76,95,36,3,Not malfunction,parameters are working correctly
89,103,75,99,37,2,Not malfunction,parameters are working correctly
76,94,65,94,40,9,Malfunction,Temperature
62,107,70,95,37,5,Not malfunction,parameters are working correctly
63,113,63,99,36,2,Not malfunction,parameters are working correctly
84,131,74,95,36,6,Malfunction,Blood_Pressure_Systolic
60,109,60,95,37,2,Not malfunction,parameters are working correctly
96,109,78,98,40,10,Malfunction,Temperature
65,110,64,96,36,1,Not malfunction,parameters are working correctly
63,110,90,95,36,8,Malfunction,Blood_Pressure_Diastolic
81,106,93,98,36,9,Malfunction,Blood_Pressure_Diastolic
81,120,69,95,37,4,Not malfunction,parameters are working correctly
100,106,68,85,37,7,Malfunction,Oxygen_Saturation
94,105,66,88,36,9,Malfunction,Oxygen_Saturation
82,96,74,98,36,4,Not malfunction,parameters are working correctly
68,101,66,98,36,2,Not malfunction,parameters are working correctly
92,105,69,100,37,1,Not malfunction,parameters are working correctly
77,109,69,85,36,6,Malfunction,Oxygen_Saturation
68,104,80,97,37,5,Not malfunction,parameters are working correctly
84,101,75,100,37,4,Not malfunction,parameters are working correctly
124,94,68,97,36,8,Malfunction,Heart_Rate
78,94,60,95,36,2,Not malfunction,parameters are working correctly
76,118,69,97,36,2,Not malfunction,parameters are working correctly
55,111,67,90,36,7,Malfunction,Oxygen_Saturation
84,111,92,96,36,10,Malfunction,Blood_Pressure_Diastolic
88,111,93,95,36,8,Malfunction,Blood_Pressure_Diastolic
62,102,74,98,37,2,Not malfunction,parameters are working correctly
70,91,80,95,36,1,Not malfunction,parameters are working correctly
60,108,94,99,36,9,Malfunction,Blood_Pressure_Diastolic
84,145,65,97,35,6,Malfunction,Blood_Pressure_Systolic
118,98,73,95,36,7,Malfunction,Heart_Rate
78,108,92,98,36,10,Malfunction,Blood_Pressure_Diastolic
87,96,90,99,36,7,Malfunction,Blood_Pressure_Diastolic
91,92,70,87,36,10,Malfunction,Oxygen_Saturation
83,90,70,96,37,4,Not malfunction,parameters are working correctly
66,111,75,86,36,10,Malfunction,Oxygen_Saturation
87,104,89,96,36,6,Malfunction,Blood_Pressure_Diastolic
69,111,66,96,39,10,Malfunction,Temperature
76,102,88,100,36,9,Malfunction,Blood_Pressure_Diastolic
61,119,80,97,36,5,Not malfunction,parameters are working correctly
117,117,70,97,36,10,Malfunction,Heart_Rate
78,118,63,98,36,5,Not malfunction,parameters are working correctly
85,106,73,98,38,6,Malfunction,Temperature
96,140,72,97,36,6,Malfunction,Blood_Pressure_Systolic
124,109,66,97,36,10,Malfunction,Heart_Rate
88,149,66,95,37,7,Malfunction,Blood_Pressure_Systolic
99,91,65,100,37,3,Not malfunction,parameters are working correctly
89,146,61,97,36,6,Malfunction,Blood_Pressure_Systolic
73,112,61,95,36,2,Not malfunction,parameters are working correctly
89,120,79,95,36,5,Not malfunction,parameters are working correctly
69,110,75,96,37,2,Not malfunction,parameters are working correctly
87,110,76,90,36,9,Malfunction,Oxygen_Saturation
84,99,67,96,38,6,Malfunction,Temperature
76,110,66,95,40,6,Malfunction,Temperature
88,118,61,96,36,3,Not malfunction,parameters are working correctly
78,128,92,96,36,6,Malfunction,Blood_Pressure_Diastolic
77,100,87,98,36,9,Malfunction,Blood_Pressure_Diastolic
67,103,73,98,36,4,Not malfunction,parameters are working correctly
75,110,76,99,36,4,Not malfunction,parameters are working correctly
80,97,79,98,37,5,Not malfunction,parameters are working correctly
76,90,72,96,36,3,Not malfunction,parameters are working correctly
95,113,79,96,36,4,Not malfunction,parameters are working correctly
89,100,64,97,37,3,Not malfunction,parameters are working correctly
81,107,76,98,37,5,Not malfunction,parameters are working correctly
60,149,64,94,36,9,Malfunction,Blood_Pressure_Systolic
66,113,79,98,37,4,Not malfunction,parameters are working correctly
74,119,76,96,36,4,Not malfunction,parameters are working correctly
89,91,64,98,36,3,Not malfunction,parameters are working correctly
76,119,62,98,36,5,Not malfunction,parameters are working correctly
128,97,73,97,36,9,Malfunction,Heart_Rate
100,102,71,98,37,1,Not malfunction,parameters are working correctly
64,118,78,95,36,1,Not malfunction,parameters are working correctly
128,113,71,99,36,6,Malfunction,Heart_Rate
87,101,60,95,37,5,Not malfunction,parameters are working correctly
71,102,70,97,36,2,Not malfunction,parameters are working correctly
71,116,63,95,37,2,Not malfunction,parameters are working correctly
65,116,64,99,36,1,Not malfunction,parameters are working correctly
72,100,87,96,36,6,Malfunction,Blood_Pressure_Diastolic
84,101,77,87,36,7,Malfunction,Oxygen_Saturation
97,102,80,97,36,2,Not malfunction,parameters are working correctly
86,132,74,95,36,7,Malfunction,Blood_Pressure_Systolic
76,105,73,98,36,1,Not malfunction,parameters are working correctly
79,143,76,94,36,10,Malfunction,Blood_Pressure_Systolic
85,104,69,95,39,8,Malfunction,Temperature
65,108,86,97,36,8,Malfunction,Blood_Pressure_Diastolic
100,120,64,98,36,3,Not malfunction,parameters are working correctly
89,107,67,97,37,1,Not malfunction,parameters are working correctly
84,106,94,99,36,8,Malfunction,Blood_Pressure_Diastolic
89,99,69,98,40,7,Malfunction,Temperature
89,92,65,97,37,1,Not malfunction,parameters are working correctly
79,94,91,97,36,9,Malfunction,Blood_Pressure_Diastolic
91,111,74,96,36,4,Not malfunction,parameters are working correctly
87,99,75,86,36,6,Malfunction,Oxygen_Saturation
61,116,72,96,36,2,Not malfunction,parameters are working correctly
118,112,71,95,37,9,Malfunction,Heart_Rate
83,100,59,95,38,9,Malfunction,Temperature
74,99,89,97,36,10,Malfunction,Blood_Pressure_Diastolic
86,94,61,98,36,5,Not malfunction,parameters are working correctly
72,90,61,96,36,2,Not malfunction,parameters are working correctly
82,110,64,97,38,7,Malfunction,Temperature
95,103,77,85,36,9,Malfunction,Oxygen_Saturation
99,97,73,99,36,5,Not malfunction,parameters are working correctly
90,117,75,96,36,5,Not malfunction,parameters are working correctly
85,118,65,100,36,1,Not malfunction,parameters are working correctly
99,111,78,97,37,5,Not malfunction,parameters are working correctly
118,98,74,95,36,9,Malfunction,Heart_Rate
93,101,69,85,36,7,Malfunction,Oxygen_Saturation
